scheme4,2,2,16,1,7,7,256,256,3,3,0.052960,0.160128,0.6,256,256
scheme4,2,2,16,1,7,7,256,256,3,3,0.046880,0.159520,0.65,256,256
scheme4,2,2,16,1,7,7,256,256,3,3,0.049760,0.160192,0.7,256,256
scheme4,2,2,16,1,7,7,256,256,3,3,0.047808,0.160192,0.75,256,256
scheme4,2,2,16,1,7,7,256,256,3,3,0.045568,0.160224,0.8,256,256
scheme4,2,2,16,1,7,7,256,256,3,3,0.039776,0.160128,0.85,256,256
scheme4,2,2,16,1,7,7,256,256,3,3,0.038784,0.160192,0.9,256,256
scheme4,2,2,16,1,7,7,256,256,3,3,0.028320,0.160224,0.95,256,256
scheme4,2,2,16,2,7,7,256,256,3,3,0.083904,0.160864,0.6,256,512
scheme4,2,2,16,2,7,7,256,256,3,3,0.081344,0.160352,0.65,256,512
scheme4,2,2,16,2,7,7,256,256,3,3,0.079264,0.160576,0.7,256,512
scheme4,2,2,16,2,7,7,256,256,3,3,0.075072,0.160384,0.75,256,512
scheme4,2,2,16,2,7,7,256,256,3,3,0.070560,0.160896,0.8,256,512
scheme4,2,2,16,2,7,7,256,256,3,3,0.065952,0.160416,0.85,256,512
scheme4,2,2,16,2,7,7,256,256,3,3,0.056928,0.160384,0.9,256,512
scheme4,2,2,16,2,7,7,256,256,3,3,0.042848,0.160896,0.95,256,512
scheme4,2,2,16,4,7,7,256,256,3,3,0.140032,0.194688,0.6,256,1024
scheme4,2,2,16,4,7,7,256,256,3,3,0.135968,0.194080,0.65,256,1024
scheme4,2,2,16,4,7,7,256,256,3,3,0.130080,0.194400,0.7,256,1024
scheme4,2,2,16,4,7,7,256,256,3,3,0.128672,0.194432,0.75,256,1024
scheme4,2,2,16,4,7,7,256,256,3,3,0.113664,0.194816,0.8,256,1024
scheme4,2,2,16,4,7,7,256,256,3,3,0.107552,0.194560,0.85,256,1024
scheme4,2,2,16,4,7,7,256,256,3,3,0.089184,0.194944,0.9,256,1024
scheme4,2,2,16,4,7,7,256,256,3,3,0.064576,0.194816,0.95,256,1024
scheme4,2,2,16,8,7,7,256,256,3,3,0.254176,0.345920,0.6,256,2048
scheme4,2,2,16,8,7,7,256,256,3,3,0.247552,0.348352,0.65,256,2048
scheme4,2,2,16,8,7,7,256,256,3,3,0.240128,0.332640,0.7,256,2048
scheme4,2,2,16,8,7,7,256,256,3,3,0.229280,0.347744,0.75,256,2048
scheme4,2,2,16,8,7,7,256,256,3,3,0.213056,0.347840,0.8,256,2048
scheme4,2,2,16,8,7,7,256,256,3,3,0.194080,0.345632,0.85,256,2048
scheme4,2,2,16,8,7,7,256,256,3,3,0.165280,0.347520,0.9,256,2048
scheme4,2,2,16,8,7,7,256,256,3,3,0.112640,0.341248,0.95,256,2048
scheme4,2,2,16,16,7,7,256,256,3,3,0.474080,0.495744,0.6,256,4096
scheme4,2,2,16,16,7,7,256,256,3,3,0.461504,0.494560,0.65,256,4096
scheme4,2,2,16,16,7,7,256,256,3,3,0.446656,0.495904,0.7,256,4096
scheme4,2,2,16,16,7,7,256,256,3,3,0.427392,0.495712,0.75,256,4096
scheme4,2,2,16,16,7,7,256,256,3,3,0.400928,0.490336,0.8,256,4096
scheme4,2,2,16,16,7,7,256,256,3,3,0.360672,0.493504,0.85,256,4096
scheme4,2,2,16,16,7,7,256,256,3,3,0.300192,0.496832,0.9,256,4096
scheme4,2,2,16,16,7,7,256,256,3,3,0.202240,0.496224,0.95,256,4096
scheme4,2,2,16,32,7,7,256,256,3,3,0.917664,0.958976,0.6,256,8192
scheme4,2,2,16,32,7,7,256,256,3,3,0.893728,0.957952,0.65,256,8192
scheme4,2,2,16,32,7,7,256,256,3,3,0.858688,0.955424,0.7,256,8192
scheme4,2,2,16,32,7,7,256,256,3,3,0.823040,0.956224,0.75,256,8192
scheme4,2,2,16,32,7,7,256,256,3,3,0.769376,0.954464,0.8,256,8192
scheme4,2,2,16,32,7,7,256,256,3,3,0.689632,0.946912,0.85,256,8192
scheme4,2,2,16,32,7,7,256,256,3,3,0.578720,0.953536,0.9,256,8192
scheme4,2,2,16,32,7,7,256,256,3,3,0.385280,0.954752,0.95,256,8192
scheme4,2,3,16,1,7,7,256,256,3,3,0.051136,0.159584,0.6,256,192
scheme4,2,3,16,1,7,7,256,256,3,3,0.048000,0.159616,0.65,256,192
scheme4,2,3,16,1,7,7,256,256,3,3,0.045440,0.159616,0.7,256,192
scheme4,2,3,16,1,7,7,256,256,3,3,0.043904,0.159616,0.75,256,192
scheme4,2,3,16,1,7,7,256,256,3,3,0.041280,0.159616,0.8,256,192
scheme4,2,3,16,1,7,7,256,256,3,3,0.037888,0.159584,0.85,256,192
scheme4,2,3,16,1,7,7,256,256,3,3,0.034720,0.159456,0.9,256,192
scheme4,2,3,16,1,7,7,256,256,3,3,0.029952,0.159552,0.95,256,192
scheme4,2,3,16,2,7,7,256,256,3,3,0.078272,0.160512,0.6,256,384
scheme4,2,3,16,2,7,7,256,256,3,3,0.078176,0.161088,0.65,256,384
scheme4,2,3,16,2,7,7,256,256,3,3,0.073504,0.160512,0.7,256,384
scheme4,2,3,16,2,7,7,256,256,3,3,0.068416,0.160416,0.75,256,384
